Filename,Radius
WIN_20230621_15_28_07_Pro.jpg,31.196139755072295
WIN_20230621_15_28_08_Pro.jpg,31.394179480162013
WIN_20230621_15_28_09_Pro (2).jpg,31.147843457112398
WIN_20230621_15_28_09_Pro.jpg,34.32525470271346
WIN_20230621_15_28_10_Pro.jpg,30.33604967108811
WIN_20230621_15_28_11_Pro.jpg,31.881865586518956
WIN_20230621_15_28_12_Pro (2).jpg,31.146931539383235
WIN_20230621_15_28_12_Pro.jpg,30.399192196044897
WIN_20230621_15_28_13_Pro.jpg,31.312627387942293
WIN_20230621_15_28_14_Pro.jpg,30.383352274583217
