Filename,Radius
WIN_20230621_15_25_56_Pro.jpg,29.824828167185856
WIN_20230621_15_25_57_Pro (2).jpg,31.08565513305393
WIN_20230621_15_25_57_Pro.jpg,31.845060385767063
WIN_20230621_15_25_58_Pro.jpg,31.934129705663977
WIN_20230621_15_25_59_Pro (2).jpg,29.9144154812411
WIN_20230621_15_25_59_Pro.jpg,28.530206016126865
WIN_20230621_15_26_00_Pro.jpg,33.545151580265596
WIN_20230621_15_26_01_Pro (2).jpg,32.81484680498948
WIN_20230621_15_26_01_Pro.jpg,29.82919025518537
WIN_20230621_15_26_02_Pro.jpg,31.984197193505054
