Filename,Radius
WIN_20230621_15_28_07_Pro.jpg,62.038299279960604
WIN_20230621_15_28_08_Pro.jpg,73.03632018475464
WIN_20230621_15_28_09_Pro (2).jpg,62.98510104111735
WIN_20230621_15_28_09_Pro.jpg,64.09411092112362
WIN_20230621_15_28_10_Pro.jpg,79.19483115546008
WIN_20230621_15_28_11_Pro.jpg,73.08663308509571
WIN_20230621_15_28_12_Pro (2).jpg,62.092193935742706
WIN_20230621_15_28_12_Pro.jpg,78.76372908652877
WIN_20230621_15_28_13_Pro.jpg,63.937402449144564
WIN_20230621_15_28_14_Pro.jpg,78.22100256891946
