Filename,Radius
WIN_20230621_15_28_07_Pro.jpg,10.819115630891144
WIN_20230621_15_28_08_Pro.jpg,10.755845641902035
WIN_20230621_15_28_09_Pro (2).jpg,10.406665385513843
WIN_20230621_15_28_09_Pro.jpg,11.600619417607362
WIN_20230621_15_28_10_Pro.jpg,10.739587342226134
WIN_20230621_15_28_11_Pro.jpg,11.979745093661066
WIN_20230621_15_28_12_Pro (2).jpg,10.54258433789139
WIN_20230621_15_28_12_Pro.jpg,10.265263121142592
WIN_20230621_15_28_13_Pro.jpg,10.379600153158018
WIN_20230621_15_28_14_Pro.jpg,11.491586787081673
