X,Y
479.0,499.00132793908045
486.660076600766,508.99989519894035
494.32015320153204,506.68163449216644
501.980229802298,503.0173317093074
509.640306403064,500.35933086062624
517.30038300383,496.00481453238353
524.960459604596,492.99921581757803
532.6205362053621,490.3857515840499
540.280612806128,487.99496987647353
547.9406894068941,486.0003859670508
555.60076600766,483.99520714569235
563.2608426084261,482.00100255189005
570.9209192091921,480.0789011650192
578.580995809958,478.9996970233968
586.2410724107241,476.9954431509749
593.9011490114901,475.9998591491482
601.5612256122561,475.43893738121005
609.2213022130221,475.00020452983944
616.8813788137882,474.1111612540965
624.5414554145541,473.9986778168145
632.2015320153201,473.00011166605424
639.8616086160862,473.000126506661
647.5216852168521,472.0000923734122
655.1817618176182,471.9999619204814
662.8418384183842,472.00000901386863
670.5019150191501,472.0000462868028
678.1619916199162,471.9999618461921
685.8220682206822,471.9999456936664
693.4821448214482,472.0002633045354
701.1422214222142,471.99993942710915
708.8022980229803,470.9999623444242
716.4623746237462,471.0000185345742
724.1224512245122,470.99999395164156
731.7825278252783,470.9999909743606
739.4426044260442,470.9999995850543
747.1026810268103,471.00000883714944
754.7627576275763,471.00000778407275
762.4228342283423,470.9999854792512
770.0829108291083,471.00012171978756
777.7429874298743,471.0006810336916
785.4030640306403,471.00007035068586
793.0631406314063,471.0000605736862
800.7232172321724,471.00009368453755
808.3832938329383,470.9999397914156
816.0433704337042,471.0000099585691
823.7034470344704,471.00002098853946
831.3635236352363,470.99998815290667
839.0236002360023,470.9999913359377
846.6836768367684,471.00001753585616
854.3437534375344,471.0001349942314
862.0038300383003,471.9998120346516
869.6639066390665,472.00001974473713
877.3239832398324,472.00002752330704
884.9840598405983,471.99997848115913
892.6441364413644,471.9999890621384
900.3042130421304,472.0000199844135
907.9642896428963,471.9999756001447
915.6243662436624,472.00207304887124
923.2844428444284,472.00040847900846
930.9445194451944,472.9999887419873
938.6045960459604,473.00001276416674
946.2646726467265,472.99999852213784
953.9247492474924,472.9999816787039
961.5848258482584,473.0000009912586
969.2449024490245,473.0000311723808
976.9049790497904,472.9999828898339
984.5650556505565,473.00032324975024
992.2251322513225,474.00018691579913
999.8852088520885,473.9999136231677
1007.5452854528545,474.0000446815297
1015.2053620536205,474.0000095408212
1022.8654386543865,474.0000699404809
1030.5255152551526,474.99993379147634
1038.1855918559186,475.000015204762
1045.8456684566845,474.9999934471498
1053.5057450574504,474.99996251677777
1061.1658216582166,475.99996305486235
1068.8258982589825,475.999950222551
1076.4859748597487,476.00008112134407
1084.1460514605146,476.99964053639303
1091.8061280612806,476.999881939457
1099.4662046620465,478.00003812128386
1107.1262812628127,477.99991912063126
1114.7863578635786,478.9999543255619
1122.4464344643447,480.00005934263027
1130.1065110651107,480.9991615195976
1137.7665876658766,482.0000103200287
1145.4266642666425,482.9986383812894
1153.0867408674085,484.00012318088767
1160.7468174681746,484.9978899316459
1168.4068940689408,486.40483035471766
1176.0669706697067,488.00017171901123
1183.7270472704727,488.99273148892297
1191.3871238712386,491.9969210799947
1199.0472004720045,494.00033446779355
1206.7072770727707,496.9997123889198
1214.3673536735369,499.0055059197968
1222.0274302743028,500.99170027408275
1229.6875068750687,503.00040511182544
1237.3475834758347,501.6556700409029
