Filename,Radius
WIN_20230704_10_28_55_Pro.jpg,66.84613241308233
WIN_20230704_10_28_56_Pro (2).jpg,66.860994964807
WIN_20230704_10_28_56_Pro.jpg,66.96666064706301
WIN_20230704_10_28_57_Pro (2).jpg,66.95497311220937
WIN_20230704_10_28_57_Pro.jpg,66.88610230577714
WIN_20230704_10_28_58_Pro (2).jpg,66.88748450541003
WIN_20230704_10_28_58_Pro (3).jpg,66.97941814646424
WIN_20230704_10_28_58_Pro.jpg,66.8405038794376
WIN_20230704_10_28_59_Pro (2).jpg,66.93544549928122
WIN_20230704_10_28_59_Pro.jpg,66.8815448217926
