Filename,Radius
WIN_20230704_10_29_11_Pro (2).jpg,86.45515730213815
WIN_20230704_10_29_11_Pro.jpg,86.38043730397021
WIN_20230704_10_29_12_Pro (2).jpg,86.443777262901
WIN_20230704_10_29_12_Pro (3).jpg,86.44252914169834
WIN_20230704_10_29_12_Pro.jpg,86.31006105083628
WIN_20230704_10_29_13_Pro (2).jpg,86.4038909330959
WIN_20230704_10_29_13_Pro.jpg,86.40877307015998
WIN_20230704_10_29_14_Pro (2).jpg,86.44028793894998
WIN_20230704_10_29_14_Pro.jpg,86.40171516729926
WIN_20230704_10_29_15_Pro.jpg,86.35007365814977
