Filename,Radius
WIN_20230704_10_29_24_Pro (2).jpg,117.7102696159021
WIN_20230704_10_29_24_Pro.jpg,117.43193651315049
WIN_20230704_10_29_25_Pro (2).jpg,117.64140355001362
WIN_20230704_10_29_25_Pro.jpg,117.46908076655687
WIN_20230704_10_29_26_Pro (2).jpg,117.49712816797951
WIN_20230704_10_29_26_Pro.jpg,117.38069879742312
WIN_20230704_10_29_27_Pro (2).jpg,117.24312050239426
WIN_20230704_10_29_27_Pro.jpg,117.40521597744664
WIN_20230704_10_29_28_Pro (2).jpg,117.35208585203848
WIN_20230704_10_29_28_Pro.jpg,117.56076457998456
