Filename,Radius
WIN_20230726_11_32_43_Pro (2).jpg,59.92301559480311
WIN_20230726_11_32_43_Pro.jpg,59.91677667904586
WIN_20230726_11_32_44_Pro (2).jpg,59.98706168837706
WIN_20230726_11_32_44_Pro.jpg,59.87169872641573
WIN_20230726_11_32_45_Pro (2).jpg,60.05886506915476
WIN_20230726_11_32_45_Pro (3).jpg,60.023435088083346
WIN_20230726_11_32_45_Pro.jpg,59.98975925313713
WIN_20230726_11_32_46_Pro (2).jpg,59.97845970790384
WIN_20230726_11_32_46_Pro.jpg,59.943082027784115
WIN_20230726_11_32_47_Pro.jpg,59.57904190696621
