Filename,Radius
WIN_20230726_11_32_02_Pro.jpg,62.92261294558415
WIN_20230726_11_32_03_Pro (2).jpg,63.13297528434154
WIN_20230726_11_32_03_Pro.jpg,63.1658545318218
WIN_20230726_11_32_04_Pro (2).jpg,63.02077528711517
WIN_20230726_11_32_04_Pro.jpg,63.14928903531214
WIN_20230726_11_32_05_Pro (2).jpg,63.1168686494795
WIN_20230726_11_32_05_Pro (3).jpg,63.00073004749792
WIN_20230726_11_32_05_Pro.jpg,63.090726328331144
WIN_20230726_11_32_06_Pro (2).jpg,63.06649486884663
WIN_20230726_11_32_06_Pro.jpg,63.13676980550406
