Filename,Radius
WIN_20230726_10_57_31_Pro (2).jpg,125.5394519778839
WIN_20230726_10_57_31_Pro.jpg,127.18901974906152
WIN_20230726_10_57_32_Pro (2).jpg,125.78277429312242
WIN_20230726_10_57_32_Pro.jpg,126.19402977529508
WIN_20230726_10_57_33_Pro.jpg,125.47853946473822
WIN_20230726_10_57_34_Pro.jpg,126.23447259545964
WIN_20230726_10_57_43_Pro.jpg,125.81659430774364
WIN_20230726_10_57_44_Pro.jpg,126.5461111493328
WIN_20230726_10_57_45_Pro (2).jpg,125.57003573665732
WIN_20230726_10_57_45_Pro.jpg,126.54430749859239
