Filename,Radius
WIN_20230726_10_58_37_Pro (2).jpg,132.4157335273856
WIN_20230726_10_58_37_Pro.jpg,131.5606346947823
WIN_20230726_10_58_38_Pro (2).jpg,131.99335066187177
WIN_20230726_10_58_38_Pro.jpg,132.58543168493566
WIN_20230726_10_58_39_Pro (2).jpg,131.62137494066926
WIN_20230726_10_58_39_Pro (3).jpg,132.31827489090298
WIN_20230726_10_58_39_Pro.jpg,131.6881026437812
WIN_20230726_10_58_40_Pro (2).jpg,131.72757318709932
WIN_20230726_10_58_40_Pro.jpg,131.86961646019267
WIN_20230726_10_58_41_Pro.jpg,131.82163826563965
