Filename,Radius
WIN_20230726_11_25_14_Pro (2).jpg,96.92123460851977
WIN_20230726_11_25_14_Pro.jpg,97.01419509377108
WIN_20230726_11_25_15_Pro (2).jpg,97.30634499965544
WIN_20230726_11_25_15_Pro.jpg,97.40213425772053
WIN_20230726_11_25_16_Pro (2).jpg,97.18791904060124
WIN_20230726_11_25_16_Pro (3).jpg,97.17254539696962
WIN_20230726_11_25_16_Pro.jpg,97.40388063273423
WIN_20230726_11_25_17_Pro (2).jpg,97.56181178403142
WIN_20230726_11_25_17_Pro.jpg,97.36791349860133
WIN_20230726_11_25_18_Pro.jpg,97.95561062290858
