Filename,Radius
WIN_20230726_11_19_28_Pro (2).jpg,119.4387509547287
WIN_20230726_11_19_28_Pro.jpg,118.34890910592722
WIN_20230726_11_19_29_Pro (2).jpg,118.66405837272971
WIN_20230726_11_19_29_Pro.jpg,117.9573948188987
WIN_20230726_11_19_30_Pro (2).jpg,118.71576497994074
WIN_20230726_11_19_30_Pro.jpg,119.07196777146044
WIN_20230726_11_19_31_Pro (2).jpg,119.31136210406322
WIN_20230726_11_19_31_Pro.jpg,118.3046171369621
WIN_20230726_11_19_32_Pro (2).jpg,118.15228381277336
WIN_20230726_11_19_32_Pro.jpg,118.13353267589721
