Filename,Radius,radius,error,avg_radius,mean_err,std_dev
WIN_20230621_16_43_24_Pro.jpg,32.19922696,30,2.199226956,31.97872513,1.978725133,0.34824893
WIN_20230621_16_43_25_Pro.jpg,31.58152241,30,1.581522407,,,
WIN_20230621_16_43_26_Pro (2).jpg,31.60255655,30,1.602556552,,,
WIN_20230621_16_43_26_Pro.jpg,32.31658949,30,2.316589491,,,
WIN_20230621_16_43_27_Pro.jpg,32.26902004,30,2.269020038,,,
WIN_20230621_16_43_28_Pro.jpg,32.30909967,30,2.309099675,,,
WIN_20230621_16_43_59_Pro.jpg,31.60430486,30,1.604304863,,,
WIN_20230621_16_44_00_Pro.jpg,32.34738983,30,2.347389827,,,
WIN_20230621_16_44_06_Pro.jpg,31.57881639,30,1.578816388,,,
